"exp","k0","k6"
3.39937864545767,3.12013740734413,3.34528156177616
3.39794058294535,3.11844546526157,3.34501726323471
3.39650726652256,3.1169654309203,3.34226799211066
3.39507866496495,3.11470482566005,3.34103571613346
3.39365474735527,3.11457009945783,3.34031262556162
3.39223548307941,3.11219611618716,3.34018825284203
3.39082084182241,3.10828909161379,3.33994955571558
3.38941079356458,3.1078544808441,3.33587574419646
3.3880053085777,3.10767762624035,3.33582444746567
3.38660435742124,3.1063789214994,3.33529216064284
3.38520791093865,3.10344082649618,3.33372230002259
3.38381594025375,3.10204498390763,3.33288320770229
3.38242841676711,3.09955350752879,3.33196837207023
3.38104531215255,3.09915944628659,3.33129338899504
3.37966659835369,3.09898946214774,3.33033824892891
3.37829224758047,3.09474421918383,3.32988414220751
3.37692223230585,3.09439059570387,3.3292296933672
3.37555652526247,3.0934865231979,3.32882910234865
3.37419509943942,3.09012776968233,3.32814869581156
3.372837928079,3.0899010372398,3.32798495315117
3.3714849846736,3.08944402750297,3.32755032748019
3.37013624296255,3.08695921383095,3.32246557264586
3.36879167692912,3.08608806950665,3.32228052029271
3.36745126079745,3.08221551040053,3.32148334952385
3.36611496902963,3.08087341770003,3.32022741169916
3.36478277632275,3.08038916124437,3.3186733877221
3.36345465760604,3.0799816672535,3.31862299258985
3.36213058803804,3.0793084845195,3.31484535080771
3.36081054300381,3.07783699323275,3.31138241587682
3.35949449811218,3.07724380160061,3.30812572323403
3.35818242919305,3.07657055162482,3.30643471561824
3.35687431229472,3.07585967602885,3.30455326689631
3.35557012368127,3.07254637147408,3.30434491218381
3.35426983983,3.07240991194169,3.3038075095563
3.35297343742883,3.07123962289418,3.29927573250655
3.35168089337385,3.07078115703075,3.29893181058101
3.3503921847668,3.06943120436373,3.29831424936612
3.34910728891268,3.06935909992677,3.29800292850165
3.34782618331732,3.06882657807619,3.29768748462959
3.34654884568504,3.06657480376086,3.29654930743616
3.34527525391629,3.06382034397107,3.29619129428316
